Hull Hydrostatics:,
141
7.10E+00,0.00E+00,7.10E+00,7.10E+00,1.33E+04,1.36E+07,1.16E+04,6.05E+01,0.00E+00,3.73E+00,2.04E+03,5.73E+01,8.58E+06,1.88E+06,5.98E+04,1.41E+02,4.49E+00,1.45E+02,8.22E+00,2.09E+01,1.51E+05
7.20E+00,0.00E+00,7.20E+00,7.20E+00,1.35E+04,1.39E+07,1.17E+04,6.05E+01,0.00E+00,3.78E+00,2.05E+03,5.72E+01,8.60E+06,1.90E+06,6.00E+04,1.40E+02,4.44E+00,1.44E+02,8.22E+00,2.10E+01,1.53E+05
7.30E+00,0.00E+00,7.30E+00,7.30E+00,1.37E+04,1.41E+07,1.17E+04,6.04E+01,0.00E+00,3.83E+00,2.06E+03,5.70E+01,8.60E+06,1.92E+06,6.03E+04,1.39E+02,4.39E+00,1.43E+02,8.22E+00,2.11E+01,1.54E+05
7.40E+00,0.00E+00,7.40E+00,7.40E+00,1.40E+04,1.43E+07,1.17E+04,6.04E+01,0.00E+00,3.89E+00,2.06E+03,5.69E+01,8.60E+06,1.93E+06,6.04E+04,1.39E+02,4.33E+00,1.42E+02,8.21E+00,2.11E+01,1.56E+05
7.50E+00,0.00E+00,7.50E+00,7.50E+00,1.42E+04,1.45E+07,1.18E+04,6.03E+01,0.00E+00,3.94E+00,2.07E+03,5.68E+01,8.60E+06,1.94E+06,6.07E+04,1.37E+02,4.28E+00,1.41E+02,8.22E+00,2.12E+01,1.56E+05
7.60E+00,0.00E+00,7.60E+00,7.60E+00,1.44E+04,1.47E+07,1.18E+04,6.03E+01,0.00E+00,3.99E+00,2.08E+03,5.67E+01,8.65E+06,1.97E+06,6.11E+04,1.37E+02,4.25E+00,1.41E+02,8.24E+00,2.13E+01,1.59E+05
7.70E+00,0.00E+00,7.70E+00,7.70E+00,1.46E+04,1.50E+07,1.18E+04,6.02E+01,0.00E+00,4.05E+00,2.08E+03,5.65E+01,8.65E+06,1.99E+06,6.12E+04,1.36E+02,4.19E+00,1.40E+02,8.24E+00,2.13E+01,1.60E+05
7.80E+00,0.00E+00,7.80E+00,7.80E+00,1.48E+04,1.52E+07,1.18E+04,6.02E+01,0.00E+00,4.10E+00,2.10E+03,5.65E+01,8.71E+06,2.02E+06,6.18E+04,1.36E+02,4.17E+00,1.40E+02,8.27E+00,2.15E+01,1.63E+05
7.90E+00,0.00E+00,7.90E+00,7.90E+00,1.50E+04,1.54E+07,1.19E+04,6.01E+01,0.00E+00,4.16E+00,2.10E+03,5.64E+01,8.71E+06,2.03E+06,6.21E+04,1.35E+02,4.13E+00,1.39E+02,8.28E+00,2.15E+01,1.64E+05
8.00E+00,0.00E+00,8.00E+00,8.00E+00,1.53E+04,1.56E+07,1.19E+04,6.00E+01,0.00E+00,4.21E+00,2.11E+03,5.62E+01,8.71E+06,2.05E+06,6.24E+04,1.35E+02,4.09E+00,1.39E+02,8.30E+00,2.16E+01,1.65E+05
